FileName,Full_Path,Label_0.5,Label_0.8,Speech_prob,Mammal_prob,Silence_prob,Stream_prob,Aircraft_prob,Frog_prob,Cicada_prob,Insect_prob,Rain_prob,Wind_prob,Bird_prob,Owl_prob
GWU02_20250725_184500,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-001\GW_CheckAudio\GWU02_20250725_184500.wav,None,None,0.0195,0.0112,0.0197,0.0082,0.0047,0.0396,0.3383,0.0305,0.1134,0.011,0.0045,0.0235
GWU02_20250722_184500,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-001\GW_CheckAudio\GWU02_20250722_184500.wav,Cicada,Cicada,0.083,0.0018,0.0095,0.0005,0.0041,0.0138,0.9247,0.1615,0.0018,0.0014,0.0124,0.0023
GWU04_20250718_190000,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-001\GW_CheckAudio\GWU04_20250718_190000.wav,Cicada,Cicada,0.0286,0.0029,0.0075,0.0024,0.0047,0.0327,0.8288,0.0795,0.0022,0.0023,0.0086,0.0058
GWU05_20250620_101500,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-003\GW_CheckAudio\GWU05_20250620_101500.wav,None,None,0.0147,0.0028,0.0083,0.001,0.0046,0.0533,0.1462,0.2223,0.0026,0.0088,0.0076,0.0042
GWU05_20250613_183000,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-003\GW_CheckAudio\GWU05_20250613_183000.wav,None,None,0.217,0.0337,0.1339,0.1259,0.1022,0.07,0.2638,0.0577,0.0651,0.0192,0.0249,0.0576
GWU05_20250613_201500,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-003\GW_CheckAudio\GWU05_20250613_201500.wav,None,None,0.2423,0.0091,0.1002,0.0793,0.0668,0.0547,0.1777,0.1474,0.039,0.0266,0.0349,0.0577
GWU05_20250708_184500,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-002\GW_CheckAudio\GWU05_20250708_184500.wav,Cicada,None,0.0458,0.0068,0.026,0.0066,0.0092,0.0841,0.6998,0.0557,0.017,0.0048,0.0047,0.0194
GWB01_20250607_070000,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-003\GW_CheckAudio\GWB01_20250607_070000.wav,None,None,0.1906,0.0122,0.1794,0.041,0.0503,0.1945,0.3741,0.3154,0.0042,0.0021,0.0282,0.0403
GWB01_20250603_094500,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-003\GW_CheckAudio\GWB01_20250603_094500.wav,None,None,0.0716,0.0026,0.1236,0.0334,0.0251,0.0439,0.3724,0.1999,0.001,0.0085,0.0274,0.0062
GWB01_20250611_124500,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-003\GW_CheckAudio\GWB01_20250611_124500.wav,"Frog,Cicada",Cicada,0.1427,0.0161,0.0329,0.0137,0.0219,0.5185,0.8581,0.1553,0.0042,0.0005,0.0046,0.0722
GWB01_20250708_041500,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-002\GW_CheckAudio\GWB01_20250708_041500.wav,None,None,0.0756,0.0032,0.0598,0.1412,0.0541,0.0343,0.3852,0.0757,0.006,0.0153,0.0186,0.0101
GWB01_20250725_073000,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-001\GW_CheckAudio\GWB01_20250725_073000.wav,None,None,0.329,0.0056,0.083,0.0238,0.0853,0.0334,0.2381,0.4545,0.0018,0.0149,0.0768,0.0031
GWB01_20250727_080000,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-001\GW_CheckAudio\GWB01_20250727_080000.wav,None,None,0.1239,0.0031,0.0541,0.0535,0.0825,0.0395,0.2922,0.1744,0.0151,0.0307,0.0446,0.0211
GWB01_20250703_131500,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-002\GW_CheckAudio\GWB01_20250703_131500.wav,Cicada,None,0.0811,0.0067,0.0582,0.0135,0.008,0.3149,0.5973,0.1001,0.0059,0.0022,0.0068,0.0373
GWB05_20250408_021500,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-001\GW_CheckAudio\GWB05_20250408_021500.wav,None,None,0.2182,0.0051,0.0506,0.0563,0.0356,0.0276,0.1121,0.1326,0.0125,0.0428,0.0498,0.0229
GWB05_20250412_053000,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-006\GW_CheckAudio\GWB05_20250412_053000.wav,None,None,0.2006,0.007,0.0839,0.0831,0.0841,0.0513,0.076,0.2567,0.0154,0.0911,0.0838,0.035
GWB05_20250412_070000,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-006\GW_CheckAudio\GWB05_20250412_070000.wav,None,None,0.2702,0.0036,0.0402,0.0394,0.0586,0.0171,0.0664,0.2345,0.0025,0.2108,0.0568,0.012
GWB05_20250423_101500,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-005\GW_CheckAudio\GWB05_20250423_101500.wav,None,None,0.0296,0.0051,0.0174,0.0315,0.0368,0.0139,0.3661,0.0176,0.0823,0.0041,0.0463,0.0034
GWB05_20250614_133000,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-003\GW_CheckAudio\GWB05_20250614_133000.wav,None,None,0.1563,0.0064,0.0419,0.0717,0.1292,0.0825,0.2035,0.3366,0.001,0.0451,0.0414,0.005
GWB05_20250717_051500,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-001\GW_CheckAudio\GWB05_20250717_051500.wav,None,None,0.0127,0.0147,0.011,0.0049,0.0182,0.0866,0.3281,0.4477,0.0008,0.0043,0.0594,0.0017
GWB05_20250724_111500,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-001\GW_CheckAudio\GWB05_20250724_111500.wav,"Cicada,Insect",None,0.1167,0.0043,0.0343,0.0153,0.0207,0.0139,0.5632,0.5953,0.0028,0.0738,0.1077,0.0024
GWU02_20250422_010000,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-005\GW_CheckAudio\GWU02_20250422_010000.wav,None,None,0.219,0.0023,0.0354,0.0844,0.0435,0.0286,0.1463,0.1791,0.0242,0.0377,0.0337,0.0266
GWU02_20250401_030000,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-007\GW_CheckAudio\GWU02_20250401_030000.wav,None,None,0.07,0.0048,0.0206,0.0157,0.0173,0.0514,0.3547,0.0207,0.2537,0.0019,0.0176,0.0125
GWU02_20250412_043000,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-006\GW_CheckAudio\GWU02_20250412_043000.wav,None,None,0.1913,0.0026,0.1687,0.0539,0.0941,0.0722,0.19,0.2428,0.0329,0.0247,0.0328,0.015
GWU02_20250422_083000,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-005\GW_CheckAudio\GWU02_20250422_083000.wav,None,None,0.1729,0.0066,0.0658,0.038,0.0631,0.0208,0.2141,0.1086,0.0225,0.0507,0.1202,0.0112
GWU02_20250418_100000,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-006\GW_CheckAudio\GWU02_20250418_100000.wav,None,None,0.2292,0.0056,0.0227,0.0441,0.0733,0.0143,0.1752,0.2103,0.0046,0.1081,0.109,0.0082
GWU02_20250412_163000,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-006\GW_CheckAudio\GWU02_20250412_163000.wav,None,None,0.223,0.0081,0.0465,0.179,0.0683,0.0395,0.1952,0.0866,0.0154,0.0228,0.0229,0.026
GWU02_20250412_180000,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-006\GW_CheckAudio\GWU02_20250412_180000.wav,None,None,0.3257,0.0038,0.0785,0.0702,0.0478,0.0837,0.1675,0.2981,0.017,0.0658,0.0279,0.014
GWU02_20250427_201500,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-005\GW_CheckAudio\GWU02_20250427_201500.wav,None,None,0.0408,0.0024,0.046,0.0171,0.0562,0.0161,0.0359,0.2421,0.0233,0.2206,0.0645,0.0031
GWU02_20250506_083000,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-005\GW_CheckAudio\GWU02_20250506_083000.wav,None,None,0.1829,0.003,0.043,0.0489,0.0276,0.0287,0.204,0.074,0.0134,0.036,0.0465,0.0204
GWU02_20250615_183000,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-003\GW_CheckAudio\GWU02_20250615_183000.wav,None,None,0.1348,0.0038,0.0052,0.0119,0.0232,0.0035,0.4002,0.1873,0.0023,0.2868,0.1896,0.0019
GWU02_20250601_234500,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-004\GW_CheckAudio\GWU02_20250601_234500.wav,None,None,0.0759,0.0024,0.0154,0.051,0.0561,0.0031,0.0965,0.0428,0.0049,0.1579,0.0243,0.0024
GWU02_20250716_081500,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-001\GW_CheckAudio\GWU02_20250716_081500.wav,Cicada,Cicada,0.2417,0.0108,0.0658,0.0299,0.022,0.086,0.966,0.2693,0.0203,0.0036,0.0169,0.0096
GWU02_20250731_110000,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-001\GW_CheckAudio\GWU02_20250731_110000.wav,None,None,0.1083,0.0095,0.1479,0.046,0.0635,0.0767,0.3161,0.0713,0.0493,0.0097,0.0923,0.0167
GWU02_20250731_123000,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-001\GW_CheckAudio\GWU02_20250731_123000.wav,None,None,0.0629,0.002,0.0673,0.0488,0.0247,0.0458,0.2153,0.1192,0.0145,0.0069,0.0169,0.0066
GWU02_20250708_144500,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-002\GW_CheckAudio\GWU02_20250708_144500.wav,None,None,0.0634,0.0057,0.0872,0.0737,0.0092,0.0161,0.435,0.0612,0.0072,0.0141,0.0226,0.0026
GWU02_20250703_174500,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-002\GW_CheckAudio\GWU02_20250703_174500.wav,Cicada,Cicada,0.1554,0.0022,0.0048,0.0012,0.0042,0.0054,0.9879,0.1896,0.0243,0.003,0.019,0.0004
GWU02_20250713_184500,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-001\GW_CheckAudio\GWU02_20250713_184500.wav,Cicada,Cicada,0.0724,0.0041,0.0422,0.0138,0.0115,0.1115,0.9258,0.1302,0.0126,0.0041,0.0077,0.0133
GWU02_20250726_223000,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-001\GW_CheckAudio\GWU02_20250726_223000.wav,None,None,0.2345,0.0052,0.0406,0.1177,0.0365,0.0417,0.1888,0.0809,0.0269,0.0256,0.0258,0.0352
GWU02_20250803_000000,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-001\GW_CheckAudio\GWU02_20250803_000000.wav,None,None,0.1461,0.0021,0.0264,0.0489,0.0349,0.0182,0.1379,0.1102,0.0123,0.0591,0.0395,0.0092
GWU02_20250802_033000,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-001\GW_CheckAudio\GWU02_20250802_033000.wav,None,None,0.2915,0.0016,0.0177,0.0358,0.027,0.015,0.2703,0.1502,0.0032,0.0971,0.0433,0.0111
GWU04_20250123_110000,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-009\GW_CheckAudio\GWU04_20250123_110000.wav,None,None,0.2628,0.0028,0.0332,0.016,0.0518,0.0097,0.2713,0.0585,0.0021,0.0703,0.0469,0.0085
GWU04_20250107_140000,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-006\GW_CheckAudio\GWU04_20250107_140000.wav,None,None,0.3965,0.006,0.0415,0.0464,0.0772,0.0154,0.0366,0.1822,0.0086,0.0609,0.0749,0.0292
GWU04_20250208_113000,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-008\GW_CheckAudio\GWU04_20250208_113000.wav,None,None,0.2306,0.0032,0.0449,0.0398,0.0341,0.0197,0.1448,0.1017,0.0041,0.0621,0.0307,0.0125
GWU04_20250317_141500,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-008\GW_CheckAudio\GWU04_20250317_141500.wav,None,None,0.162,0.0114,0.0731,0.0713,0.1303,0.0681,0.2238,0.0665,0.1271,0.0042,0.028,0.0338
GWU04_20250418_030000,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-006\GW_CheckAudio\GWU04_20250418_030000.wav,None,None,0.2341,0.0064,0.1815,0.0213,0.0312,0.084,0.2185,0.2563,0.0427,0.025,0.0478,0.0274
GWU04_20250424_151500,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-005\GW_CheckAudio\GWU04_20250424_151500.wav,None,None,0.2928,0.0078,0.0444,0.0301,0.0651,0.0174,0.1465,0.1579,0.0018,0.0965,0.0728,0.0095
GWU04_20250413_160000,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-006\GW_CheckAudio\GWU04_20250413_160000.wav,None,None,0.2878,0.0072,0.0689,0.0337,0.0653,0.0253,0.0991,0.2084,0.0132,0.054,0.0562,0.0291
GWU04_20250412_193000,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-006\GW_CheckAudio\GWU04_20250412_193000.wav,None,None,0.3862,0.0041,0.0427,0.0558,0.0465,0.0263,0.1223,0.2281,0.0232,0.0362,0.052,0.0553
GWU04_20250407_203000,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-006\GW_CheckAudio\GWU04_20250407_203000.wav,None,None,0.3158,0.0058,0.0445,0.0397,0.0684,0.0363,0.1531,0.071,0.0073,0.0551,0.0522,0.0138
GWU04_20250527_183000,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-004\GW_CheckAudio\GWU04_20250527_183000.wav,Cicada,None,0.0632,0.0429,0.0219,0.0106,0.0338,0.0599,0.6795,0.0296,0.0315,0.0004,0.0264,0.0005
GWU04_20250505_200000,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-005\GW_CheckAudio\GWU04_20250505_200000.wav,None,None,0.204,0.0032,0.0566,0.0232,0.0484,0.0167,0.1235,0.1485,0.0036,0.0905,0.0496,0.0121
GWU04_20250616_120000,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-003\GW_CheckAudio\GWU04_20250616_120000.wav,None,None,0.1967,0.0084,0.0887,0.0284,0.0803,0.032,0.1227,0.1496,0.0157,0.0591,0.1349,0.0229
GWU04_20250709_180000,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-002\GW_CheckAudio\GWU04_20250709_180000.wav,None,None,0.0768,0.0111,0.0249,0.0112,0.025,0.1399,0.1042,0.3981,0.0324,0.0058,0.0347,0.0058
GWU04_20241215_141500,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-007\GW_CheckAudio\GWU04_20241215_141500.wav,None,None,0.3067,0.0029,0.0443,0.054,0.0205,0.045,0.3298,0.0858,0.031,0.03,0.0427,0.0256
GWU05_20250611_103000,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-003\GW_CheckAudio\GWU05_20250611_103000.wav,Cicada,Cicada,0.0814,0.0025,0.0262,0.0055,0.0117,0.0118,0.9835,0.1384,0.0028,0.0046,0.025,0.0028
GWU05_20250702_101500,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-002\GW_CheckAudio\GWU05_20250702_101500.wav,Cicada,Cicada,0.0856,0.0047,0.0263,0.0032,0.0087,0.0492,0.908,0.1203,0.0029,0.0012,0.0286,0.0067
GW01_20250101_130000,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-006\GW_CheckAudio\GW01_20250101_130000.wav,Cicada,None,0.0575,0.0018,0.0256,0.0047,0.0081,0.04,0.5025,0.0051,0.068,0.001,0.0166,0.0041
GW01_20250201_003000,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-009\GW_CheckAudio\GW01_20250201_003000.wav,None,None,0.0186,0.002,0.0084,0.01,0.0045,0.0358,0.1685,0.0084,0.0592,0.0091,0.0074,0.0114
GW01_20250213_030000,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-008\GW_CheckAudio\GW01_20250213_030000.wav,None,None,0.0215,0.0034,0.0069,0.011,0.0056,0.032,0.1494,0.0133,0.073,0.0153,0.0078,0.0123
GW01_20250213_051500,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-008\GW_CheckAudio\GW01_20250213_051500.wav,None,None,0.0254,0.0052,0.0083,0.0156,0.0055,0.0281,0.163,0.0126,0.0572,0.0179,0.0079,0.0141
GW01_20250212_061500,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-008\GW_CheckAudio\GW01_20250212_061500.wav,None,None,0.0328,0.0084,0.0099,0.0186,0.0064,0.0303,0.232,0.0196,0.0708,0.0157,0.0081,0.0181
GW01_20250212_093000,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-008\GW_CheckAudio\GW01_20250212_093000.wav,None,None,0.0206,0.002,0.0082,0.0108,0.0055,0.0398,0.1537,0.0094,0.0858,0.0112,0.007,0.0133
GW01_20250305_053000,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-008\GW_CheckAudio\GW01_20250305_053000.wav,None,None,0.072,0.0204,0.0145,0.0417,0.0096,0.04,0.2707,0.0364,0.0859,0.0306,0.0084,0.0281
GW01_20250306_060000,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-008\GW_CheckAudio\GW01_20250306_060000.wav,None,None,0.0164,0.0017,0.0077,0.0091,0.0052,0.029,0.1583,0.0051,0.0818,0.0088,0.0086,0.0127
GW01_20250315_114500,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-008\GW_CheckAudio\GW01_20250315_114500.wav,None,None,0.0308,0.0013,0.0127,0.0081,0.005,0.041,0.2861,0.0087,0.0517,0.0107,0.0091,0.0065
GW01_20250331_121500,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-007\GW_CheckAudio\GW01_20250331_121500.wav,Cicada,None,0.0385,0.0015,0.0195,0.0044,0.0096,0.0204,0.5044,0.0039,0.0613,0.001,0.0188,0.0033
GW01_20250315_154500,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-008\GW_CheckAudio\GW01_20250315_154500.wav,None,None,0.0338,0.0016,0.016,0.005,0.0065,0.0466,0.4875,0.0053,0.0571,0.0038,0.015,0.0041
GW01_20250401_061500,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-007\GW_CheckAudio\GW01_20250401_061500.wav,None,None,0.0206,0.0013,0.0058,0.0079,0.0044,0.0393,0.1427,0.009,0.0707,0.0093,0.0107,0.0082
GW01_20250405_083000,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-007\GW_CheckAudio\GW01_20250405_083000.wav,None,None,0.0262,0.0062,0.0088,0.0117,0.0057,0.0255,0.2104,0.0127,0.1215,0.0122,0.0073,0.0157
GW01_20250405_123000,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-007\GW_CheckAudio\GW01_20250405_123000.wav,None,None,0.0146,0.002,0.0096,0.0095,0.0046,0.0462,0.1702,0.0066,0.1006,0.0125,0.0069,0.0125
GW01_20250405_141500,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-007\GW_CheckAudio\GW01_20250405_141500.wav,None,None,0.0265,0.0022,0.0172,0.0099,0.0059,0.0753,0.2235,0.0079,0.1991,0.0053,0.0082,0.0118
GW01_20250507_001500,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-004\GW_CheckAudio\GW01_20250507_001500.wav,None,None,0.0201,0.0013,0.0078,0.006,0.004,0.046,0.1608,0.0069,0.0881,0.0041,0.0101,0.0093
GW01_20250525_020000,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-004\GW_CheckAudio\GW01_20250525_020000.wav,Cicada,None,0.0948,0.0018,0.0323,0.0048,0.012,0.0237,0.5828,0.0097,0.0283,0.0014,0.0276,0.0031
GW01_20250529_063000,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-004\GW_CheckAudio\GW01_20250529_063000.wav,None,None,0.0196,0.0016,0.0115,0.01,0.0045,0.0418,0.1422,0.0101,0.0513,0.0141,0.0091,0.011
GW01_20250525_091500,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-004\GW_CheckAudio\GW01_20250525_091500.wav,None,None,0.0212,0.0018,0.0079,0.0106,0.005,0.0393,0.14,0.009,0.0595,0.0106,0.0076,0.0101
GW01_20250525_114500,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-003\GW_CheckAudio\GW01_20250525_114500.wav,None,None,0.0161,0.0015,0.0082,0.0111,0.0037,0.0369,0.0823,0.0109,0.0504,0.0162,0.006,0.012
GW01_20250526_121500,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-004\GW_CheckAudio\GW01_20250526_121500.wav,None,None,0.0372,0.0011,0.0128,0.0061,0.0042,0.0394,0.3231,0.0092,0.0435,0.0034,0.0149,0.0045
GW01_20250511_153000,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-005\GW_CheckAudio\GW01_20250511_153000.wav,None,None,0.0287,0.0052,0.0077,0.0168,0.0064,0.0318,0.1577,0.0156,0.1034,0.0147,0.0072,0.0162
GW01_20250507_170000,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-005\GW_CheckAudio\GW01_20250507_170000.wav,None,None,0.0201,0.0014,0.0082,0.009,0.0048,0.0345,0.1552,0.0073,0.0803,0.0109,0.0076,0.0082
GW01_20250507_183000,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-005\GW_CheckAudio\GW01_20250507_183000.wav,None,None,0.0187,0.0016,0.0076,0.0114,0.0039,0.038,0.1048,0.011,0.0576,0.0144,0.0061,0.0125
GW01_20250506_220000,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-005\GW_CheckAudio\GW01_20250506_220000.wav,None,None,0.0933,0.0237,0.0144,0.0443,0.0137,0.0414,0.3619,0.0582,0.0845,0.0171,0.0093,0.0395
GW01_20250605_124500,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-003\GW_CheckAudio\GW01_20250605_124500.wav,Cicada,Cicada,0.1147,0.0051,0.0412,0.0061,0.0272,0.0105,0.8724,0.0464,0.0079,0.0128,0.1028,0.0021
GW01_20250612_150000,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-003\GW_CheckAudio\GW01_20250612_150000.wav,Cicada,None,0.1221,0.0047,0.0813,0.0052,0.0353,0.0438,0.5593,0.0176,0.0202,0.0008,0.0825,0.0066
GW01_20250613_174500,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-003\GW_CheckAudio\GW01_20250613_174500.wav,None,None,0.0993,0.0116,0.0133,0.0454,0.0136,0.0563,0.2234,0.0418,0.0658,0.0223,0.0107,0.02
GW01_20250604_191500,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-001\GW_CheckAudio\GW01_20250604_191500.wav,None,None,0.0234,0.0023,0.0083,0.0138,0.0073,0.0365,0.1842,0.0086,0.0613,0.0119,0.0064,0.0114
GW01_20250613_210000,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-003\GW_CheckAudio\GW01_20250613_210000.wav,None,None,0.1037,0.0067,0.0379,0.0558,0.0189,0.0557,0.2586,0.0232,0.0243,0.0174,0.0117,0.0133
GW01_20250604_234500,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-004\GW_CheckAudio\GW01_20250604_234500.wav,Cicada,None,0.1035,0.0069,0.087,0.0087,0.043,0.0574,0.6396,0.0122,0.0877,0.0011,0.1002,0.0047
GW01_20250709_001500,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-001\GW_CheckAudio\GW01_20250709_001500.wav,Cicada,None,0.2004,0.0087,0.132,0.0176,0.0689,0.0264,0.6884,0.0126,0.0306,0.0024,0.0193,0.0066
GW01_20250720_034500,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-001\GW_CheckAudio\GW01_20250720_034500.wav,None,None,0.0206,0.0013,0.0119,0.0056,0.0035,0.0358,0.2695,0.0058,0.1195,0.0022,0.0101,0.0113
GW01_20250710_050000,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-002\GW_CheckAudio\GW01_20250710_050000.wav,None,None,0.0179,0.0025,0.0073,0.0096,0.0038,0.0335,0.1672,0.0091,0.0843,0.013,0.0066,0.0163
GW01_20250707_060000,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-002\GW_CheckAudio\GW01_20250707_060000.wav,None,None,0.0217,0.0018,0.0096,0.0137,0.0039,0.0431,0.1466,0.0107,0.0653,0.0154,0.0074,0.0142
GW01_20250726_090000,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-001\GW_CheckAudio\GW01_20250726_090000.wav,None,None,0.0315,0.002,0.0159,0.0138,0.0064,0.0565,0.2557,0.0094,0.0594,0.0094,0.0087,0.0086
GW01_20250719_113000,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-001\GW_CheckAudio\GW01_20250719_113000.wav,Cicada,None,0.2026,0.0029,0.0503,0.0278,0.0278,0.0222,0.6758,0.0298,0.0246,0.0062,0.039,0.0123
GW01_20250712_120000,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-001\GW_CheckAudio\GW01_20250712_120000.wav,Cicada,Cicada,0.1209,0.0087,0.0267,0.0321,0.0171,0.0894,0.9206,0.2577,0.0004,0.0138,0.017,0.006
GW01_20250725_154500,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-001\GW_CheckAudio\GW01_20250725_154500.wav,None,None,0.0477,0.007,0.0107,0.029,0.0085,0.0422,0.2309,0.0263,0.055,0.0176,0.0073,0.0168
GW01_20250714_164500,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-001\GW_CheckAudio\GW01_20250714_164500.wav,None,None,0.1876,0.0082,0.1169,0.0192,0.0692,0.0456,0.3969,0.0347,0.0369,0.004,0.0725,0.0106
GW01_20250709_191500,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-002\GW_CheckAudio\GW01_20250709_191500.wav,None,None,0.0334,0.0089,0.0108,0.0199,0.0056,0.0274,0.2625,0.0169,0.0677,0.0134,0.0064,0.0196
GW01_20250709_210000,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-002\GW_CheckAudio\GW01_20250709_210000.wav,None,None,0.0273,0.0015,0.0081,0.0071,0.004,0.0392,0.1938,0.0104,0.066,0.0077,0.0097,0.0091
GW01_20250709_233000,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-002\GW_CheckAudio\GW01_20250709_233000.wav,Cicada,None,0.0843,0.0032,0.0439,0.0052,0.0177,0.0322,0.7099,0.0034,0.0607,0.0005,0.0383,0.0033
GW03_20250709_154500,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-002\GW_CheckAudio\GW03_20250709_154500.wav,None,None,0.0503,0.0118,0.0098,0.0381,0.0127,0.0427,0.2813,0.0203,0.0995,0.0105,0.0092,0.0254
GWB01_20250709_154500,D:\audio_label_gw35\GW_CheckAudio-20250903T053323Z-1-002\GW_CheckAudio\GWB01_20250709_154500.wav,None,None,0.0514,0.0045,0.0215,0.0319,0.0114,0.039,0.2903,0.0176,0.0398,0.0101,0.0107,0.015
